timestamp,acc_magnitude,tilt_x,tilt_y,acc_x,acc_y,acc_z,activity,stability
2024-10-10 07:47:26,9.434709608954586,False,False,-0.24609,-3.72656,8.66406,Unknown,In motion
2024-10-10 07:47:37,10.027359449735508,True,False,0.71094,-0.81641,9.96875,Walking,In motion
2024-10-10 07:47:47,9.94014655452323,True,False,0.71094,-1.08203,9.85547,Walking,Stable
2024-10-10 07:47:57,9.944474213984368,True,False,0.71094,-1.12109,9.85547,Walking,Stable
2024-10-10 07:48:07,9.944474213984368,True,False,0.71094,-1.12109,9.85547,Walking,On Table
2024-10-10 07:48:18,9.944474213984368,True,False,0.71094,-1.12109,9.85547,Walking,On Table
2024-10-10 07:48:28,9.98217935047252,True,False,0.75,-1.12109,9.89063,Walking,On Table
2024-10-10 07:48:38,9.947342947189465,True,False,0.75,-1.12109,9.85547,Walking,On Table
2024-10-10 07:48:48,9.951821951105234,True,False,0.75,-1.16016,9.85547,Walking,On Table
2024-10-10 07:48:59,9.951821951105234,True,False,0.75,-1.16016,9.85547,Walking,On Table
2024-10-10 07:49:09,9.911040336009131,True,False,0.71094,-1.19922,9.8125,Walking,On Table
2024-10-10 07:49:19,9.986642730292298,True,False,0.75,-1.16016,9.89063,Walking,On Table
2024-10-10 07:49:29,9.95258072270705,True,False,0.75,-1.19922,9.85156,Walking,On Table
2024-10-10 07:49:40,9.95258072270705,True,False,0.75,-1.19922,9.85156,Still,On Table
2024-10-10 07:49:50,9.95258072270705,True,False,0.75,-1.19922,9.85156,Still,On Table
2024-10-10 07:50:00,9.95258072270705,False,True,0.75,-1.19922,9.85156,Still,In motion
2024-10-10 07:50:10,10.67701323800809,False,True,-10.43359,2.05859,-0.94922,Still,In motion
2024-10-10 07:50:21,9.900614600508394,False,True,-9.62891,2.28906,-0.25781,Still,In motion
2024-10-10 07:50:31,9.571098954931978,False,True,-7.44531,6.00391,0.35547,Still,Stable
2024-10-10 07:50:41,9.638436972886216,False,True,-7.37109,6.19531,0.42969,Still,In motion
2024-10-10 07:50:51,9.432808185460997,False,True,-5.64453,7.42188,1.42578,Still,In motion
2024-10-10 07:51:02,9.466767181266263,False,True,-7.75391,5.12109,1.80859,Still,In motion
2024-10-10 07:51:12,9.636198161354923,False,True,-8.09766,4.85547,1.92578,Walking,Stable
2024-10-10 07:51:22,5.7549179817439615,False,True,-4.49219,3.01563,1.96094,Walking,Stable
2024-10-10 07:51:32,9.710153314577479,False,True,-8.28906,4.81641,1.54297,Walking,In motion
2024-10-10 07:51:43,8.622624946714312,False,True,-7.25,4.66406,-0.18359,Walking,In motion
2024-10-10 07:51:53,10.658967004020605,False,True,-8.28906,6.53906,1.46484,Walking,In motion
2024-10-10 07:52:03,11.229967465117609,False,True,-6.41406,8.83984,2.61328,Walking,In motion
2024-10-10 07:52:14,13.132691698768383,False,True,-7.25391,6.42578,8.86328,Walking,In motion
2024-10-10 07:52:24,6.07329535465714,False,True,-3.23438,2.21094,4.64063,Walking,In motion
2024-10-10 07:52:34,12.589053038116091,False,True,-11.96875,2.86328,2.65234,Walking,In motion
2024-10-10 07:52:44,11.215674994448618,True,True,-7.44531,8.37891,0.39063,Walking,In motion
2024-10-10 07:52:55,9.405849561140132,False,True,-4.6875,4.73828,6.63672,Running,In motion
2024-10-10 07:53:05,8.819939270227431,False,True,-2.8125,-7.13281,-4.35938,Running,In motion
2024-10-10 07:53:15,9.968219661393904,False,True,-6.25781,7.69141,-1.02344,Running,In motion
2024-10-10 07:53:25,9.62949814839278,False,True,-7.14063,6.11719,2.07813,Walking,In motion
2024-10-10 07:53:36,9.590971340787126,False,True,-7.06641,6.11719,2.15234,Walking,In motion
2024-10-10 07:53:46,11.658483655583172,False,True,-10.20313,5.62109,0.46875,Walking,Stable
2024-10-10 07:53:56,9.260644853388989,False,True,-6.80078,6.11719,-1.44531,Still,In motion
2024-10-10 07:54:06,10.41729727588687,False,True,-7.0625,7.07031,-2.94141,Still,In motion
2024-10-10 07:54:16,10.32450428071973,False,True,-8.05859,6.38672,0.92969,Still,Stable
2024-10-10 07:54:27,9.618658014354185,False,True,-7.56641,5.50391,2.23047,Still,In motion
2024-10-10 07:54:37,9.594068307271947,False,True,-7.10547,6.00391,2.34766,Still,In motion
2024-10-10 07:54:47,14.337954710770292,False,True,-11.92969,7.72656,1.88672,Still,Stable
2024-10-10 07:54:57,8.316605210456968,False,True,-5.45313,6.19531,-1.02344,Still,In motion
2024-10-10 07:55:08,6.067090598474692,False,True,-6.03516,0.44922,0.42969,Still,In motion
2024-10-10 07:55:18,5.077975866563369,False,True,-4.26953,2.13281,1.73438,Still,In motion
2024-10-10 07:55:28,16.90344134464932,True,True,-7.5625,14.08594,5.48828,Running,In motion
2024-10-10 07:55:38,1.4297662444259902,True,True,-0.28516,-0.625,-1.25391,Running,In motion
2024-10-10 07:55:49,3.4855145130812466,False,True,-1.625,-0.625,-3.01953,Running,In motion
2024-10-10 07:55:59,4.280286272692517,True,False,-1.31641,-3.875,-1.25391,Running,In motion
2024-10-10 07:56:09,18.868540173301696,False,True,-9.74609,16.15625,-0.10547,Running,In motion
2024-10-10 07:56:20,3.891163818743693,False,True,-3.00391,2.05859,-1.37109,Running,In motion
2024-10-10 07:56:30,4.512283129747068,False,True,-1.24219,-3.60938,-2.40625,Running,In motion
2024-10-10 07:56:40,3.534831559678622,True,False,-0.78125,-1.92578,-2.85938,Running,In motion
2024-10-10 07:56:50,19.676908956665425,False,True,-17.52344,8.76172,-1.82813,Running,In motion
2024-10-10 07:57:00,17.170859921232832,False,True,-9.24609,14.39453,1.46484,Running,In motion
2024-10-10 07:57:11,14.791801256577916,False,True,-9.51563,11.21094,-1.60156,Running,In motion
2024-10-10 07:57:21,15.91825321831827,False,True,-7.98438,8.72266,10.65625,Running,In motion
2024-10-10 07:57:31,18.646980501577193,False,True,-10.05078,14.39063,6.29297,Running,In motion
2024-10-10 07:57:42,9.207011188990704,False,True,-6.18359,5.8125,3.57031,Running,In motion
2024-10-10 07:57:52,11.706580447611506,False,True,-8.85938,7.64844,0.23828,Running,In motion
2024-10-10 07:58:02,7.796892331519014,False,True,-7.25,2.70703,-0.94922,Running,In motion
2024-10-10 07:58:12,9.6293791932554,False,True,-8.51563,4.28125,-1.37109,Running,In motion
2024-10-10 07:58:23,9.654989205970145,False,True,-8.48047,4.39453,-1.41016,Running,Stable
2024-10-10 07:58:33,9.732842622918549,False,True,-8.55859,4.625,-0.29688,Running,Stable
2024-10-10 07:58:43,9.649744581251879,False,True,-8.25,4.96875,-0.60547,Running,In motion
2024-10-10 07:58:53,9.649744581251879,False,False,-8.25,4.96875,-0.60547,Running,Stable
2024-10-10 07:59:04,9.524172405505897,False,False,-9.28516,-0.50781,-2.05859,Still,Stable
2024-10-10 07:59:14,9.648021236973932,False,False,-9.32031,-1.69531,-1.82813,Still,Stable
2024-10-10 07:59:24,3.490600122314213,True,False,-1.39453,-2.19531,-2.32813,Still,In motion
2024-10-10 07:59:34,16.392361632559233,False,True,-16.33594,0.87109,1.04297,Walking,In motion
2024-10-10 07:59:45,13.276688405238708,True,True,-13.19141,0.91016,1.19531,Walking,In motion
2024-10-10 07:59:55,8.827922840883918,False,True,-8.55859,-0.77734,-2.01953,Walking,In motion
2024-10-10 08:00:05,11.067401657272587,False,False,-10.93359,1.51953,-0.79688,Running,In motion
2024-10-10 08:00:15,21.3357571732362,True,False,-18.21484,-10.85156,2.38281,Running,In motion
2024-10-10 08:00:26,6.630939633996075,False,True,-6.5625,-0.66406,-0.67969,Running,In motion
2024-10-10 08:00:36,14.231927252838949,False,True,-12.38281,6.38672,-2.90234,Running,In motion
2024-10-10 08:00:46,14.553223794658008,True,True,-14.49609,-1.08203,0.69922,Running,In motion
2024-10-10 08:00:56,12.265459402346087,False,True,-11.77344,-3.23047,-1.17969,Running,In motion
2024-10-10 08:01:07,10.898290964518242,True,True,-10.85156,-0.43359,-0.91016,Running,In motion
2024-10-10 08:01:17,3.706262901144494,True,False,-1.05078,-2.42578,-2.59766,Running,In motion
2024-10-10 08:01:27,5.318870940444033,True,True,1.74609,-4.67969,-1.82813,Running,In motion
2024-10-10 08:01:37,13.14805302004065,False,True,-12.27344,4.24219,-2.05859,Running,In motion
2024-10-10 08:01:48,13.446478494438608,True,True,-13.03906,-0.35547,3.26563,Still,In motion
2024-10-10 08:01:58,4.098036552899449,True,False,0.48438,-3.57422,-1.94531,Still,In motion
2024-10-10 08:02:08,9.115254644089763,True,True,-9.01563,-1.27344,0.42969,Still,In motion
2024-10-10 08:02:18,9.417992331733977,False,False,-8.94141,1.48438,-2.55859,Still,In motion
2024-10-10 08:02:29,10.244268513324903,False,False,-9.05859,-3.49609,3.26563,Still,Stable
2024-10-10 08:02:39,9.595260901997403,False,False,-9.01563,-2.61719,-1.98438,Still,Stable
2024-10-10 08:02:49,8.709716180639871,False,False,-8.28906,-0.77734,-2.55859,Still,In motion
2024-10-10 08:02:59,8.893422883018664,False,True,-8.71484,-1.62109,-0.71875,Still,In motion
2024-10-10 08:03:10,9.645734488280299,False,True,-9.36328,0.98438,-2.09766,Still,Stable
2024-10-10 08:03:20,9.668479605444695,False,True,-9.28516,-0.35547,-2.67188,Still,Stable
2024-10-10 08:03:30,9.666240128291868,False,True,-9.28125,-0.39453,-2.67188,Still,Stable
2024-10-10 08:03:40,9.613718756553054,False,False,-9.48047,-0.47266,-1.52344,Still,Stable
2024-10-10 08:03:51,9.608020563846644,False,False,-9.47656,-0.43359,-1.52344,Still,Stable
2024-10-10 08:04:01,9.645074269848832,False,False,-9.36328,-1.3125,-1.90625,Still,In motion
2024-10-10 08:04:11,9.629374975661712,False,False,-9.28125,-0.89063,-2.40625,Still,Stable
2024-10-10 08:04:21,9.746406924328575,False,True,-9.28516,-0.35547,-2.94141,Still,Stable
2024-10-10 08:04:32,9.717717200700996,False,False,-9.28516,-0.66406,-2.78906,Still,Stable
2024-10-10 08:04:42,9.615144734818088,False,False,-9.24609,-1.08203,-2.40625,Still,Stable
2024-10-10 08:04:52,9.587227303715084,False,False,-9.20313,-1.12109,-2.44141,Still,Stable
2024-10-10 08:05:02,9.63541113772526,False,False,-9.28125,-1.04688,-2.36719,Still,Stable
2024-10-10 08:05:13,9.63541113772526,False,False,-9.28125,-1.04688,-2.36719,Still,Stable
2024-10-10 08:05:23,9.643014337726559,False,True,-9.36328,-0.27734,-2.28906,Still,Stable
2024-10-10 08:05:33,9.547522533023946,False,False,-9.17188,-0.31641,-2.63281,Still,In motion
2024-10-10 08:05:43,9.964718694825258,True,True,-0.32031,4.69922,8.78125,Walking,In motion
2024-10-10 08:05:54,9.483049962527877,False,True,-1.05078,5.58203,7.59375,Walking,Stable
2024-10-10 08:06:04,9.536929056572665,False,True,-1.50781,7.65234,5.48828,Walking,Stable
2024-10-10 08:06:14,9.565164118011776,False,True,-1.50781,7.6875,5.48828,Walking,Stable
2024-10-10 08:06:24,8.893137657351312,False,True,-0.66797,7.69141,4.41406,Still,Stable
2024-10-10 08:06:35,8.907742669599296,False,True,-2.46875,7.60938,3.91797,Still,Stable
2024-10-10 08:06:45,9.712710689380181,False,True,-2.73438,7.84766,5.02734,Still,Stable
2024-10-10 08:06:55,9.53995935357169,False,True,-1.31641,8.07031,4.91406,Still,Stable
2024-10-10 08:07:05,9.584028918852447,True,True,-1.35547,7.84766,5.33203,Still,Stable
2024-10-10 08:07:16,9.9400823005949,False,True,-0.66797,7.87891,6.02344,Still,Stable
2024-10-10 08:07:26,9.5562770976882,False,True,-1.81641,7.99219,4.91406,Still,Stable
2024-10-10 08:07:36,9.490945199314977,False,True,-0.85938,7.61328,5.60156,Still,Stable
2024-10-10 08:07:46,9.654569362747361,True,True,-0.08984,7.91797,5.52344,Still,Stable
2024-10-10 08:07:57,10.091761980600811,False,True,-1.89063,7.69141,6.25391,Still,Stable
2024-10-10 08:08:07,9.42132442524935,False,True,-1.24219,7.07031,6.10156,Still,Stable
2024-10-10 08:08:17,9.539692868965961,False,True,-1.47266,7.49219,5.71875,Still,Stable
2024-10-10 08:08:27,9.59597050290381,False,True,-0.55078,7.57031,5.87109,Still,Stable
2024-10-10 08:08:38,9.797684500549096,False,True,-0.74219,7.80859,5.87109,Still,Stable
2024-10-10 08:08:48,9.675367969829365,False,True,-0.85938,8.33594,4.83594,Still,Stable
2024-10-10 08:08:58,9.73576258343947,False,True,-1.43359,7.80469,5.64063,Still,Stable
2024-10-10 08:09:08,10.086681482534283,False,True,-1.73828,8.15234,5.67969,Still,Stable
2024-10-10 08:09:19,9.296107028944965,False,True,-0.39844,8.10938,4.52734,In-Vehicle,Stable
2024-10-10 08:09:29,10.68524178445205,False,True,-2.85156,8.03125,6.44531,In-Vehicle,Stable
2024-10-10 08:09:39,9.6511151889147,False,True,-1.54688,7.91797,5.29688,In-Vehicle,Stable
2024-10-10 08:09:49,9.520555575789682,False,True,-1.50781,7.6875,5.41016,Still,Stable
2024-10-10 08:10:00,9.476375423493943,False,True,-1.50781,7.6875,5.33203,Still,Stable
2024-10-10 08:10:10,9.287303365810768,True,True,-0.4375,7.30469,5.71875,Still,Stable
2024-10-10 08:10:20,9.434975585130044,False,True,-0.47656,7.6875,5.44922,Still,Stable
2024-10-10 08:10:30,9.924269788256463,False,True,-1.50781,7.65234,6.13672,Still,Stable
2024-10-10 08:10:41,9.628749910242762,False,True,-1.625,7.42578,5.91016,Still,Stable
2024-10-10 08:10:51,9.473825799965924,False,True,-2.35156,7.26953,5.60156,Still,Stable
2024-10-10 08:11:01,9.62829110991665,False,True,-1.47266,7.69141,5.60156,Still,Stable
2024-10-10 08:11:11,9.585203549226275,False,True,-1.43359,7.72656,5.48828,Still,Stable
2024-10-10 08:11:22,9.59427492074831,False,True,-1.47266,7.73047,5.48828,Still,Stable
2024-10-10 08:11:32,9.611287444603871,False,True,-1.47266,7.72656,5.52344,Still,Stable
2024-10-10 08:11:42,9.611287444603871,True,True,-1.47266,7.72656,5.52344,Still,Stable
2024-10-10 08:11:52,9.532210862428506,False,True,-0.39844,7.99219,5.17969,Still,Stable
2024-10-10 08:12:03,9.235011090350676,False,True,-1.58594,7.73047,4.79688,Still,Stable
2024-10-10 08:12:13,9.612179524181808,False,True,-1.43359,7.91797,5.25781,Still,Stable
2024-10-10 08:12:23,10.520931260349531,False,True,-0.78125,8.45313,6.21484,Still,Stable
2024-10-10 08:12:33,8.651266319204375,False,True,-0.39844,7.38281,4.49219,Still,Stable
2024-10-10 08:12:44,9.50609058848063,False,True,-1.66406,7.60938,5.44922,Still,Stable
2024-10-10 08:12:54,9.566436874186753,False,True,-1.43359,7.91406,5.17969,Still,Stable
2024-10-10 08:13:04,9.09490274024412,True,True,-0.39844,7.0,5.79297,Still,Stable
2024-10-10 08:13:14,9.4985648725847,False,True,-0.62891,7.53125,5.75391,Still,Stable
2024-10-10 08:13:25,8.765442642935952,False,True,-0.74219,6.76563,5.52344,Still,Stable
