timestamp,acc_magnitude,tilt_x,tilt_y,stability
2025-01-11 21:05:41,9.56,0,1,In motion
2025-01-11 21:05:49,9.969,0,0,Unknown
2025-01-11 21:05:54,9.89,0,1,Unknown
2025-01-11 21:06:03,11.92,0,1,Unknown
2025-01-11 21:06:08,3.058,0,0,In motion
2025-01-11 21:06:16,9.229,0,1,Unknown
2025-01-11 21:06:21,9.796,0,1,Unknown
2025-01-11 21:06:30,9.581,0,1,Unknown
2025-01-11 21:06:41,10.282,1,1,In motion
2025-01-11 21:06:49,9.375,0,1,Unknown
2025-01-11 21:06:54,10.535,0,1,In motion
2025-01-11 21:07:02,8.581,0,0,In motion
2025-01-11 21:07:08,9.863,0,1,Unknown
2025-01-11 21:07:16,9.946,0,1,Unknown
2025-01-11 21:07:21,9.464,0,1,Unknown
2025-01-11 21:07:29,9.777,0,1,Unknown
2025-01-11 21:07:41,9.729,0,1,Unknown
2025-01-11 21:07:50,9.744,0,1,Unknown
2025-01-11 21:07:55,9.746,0,1,Unknown
2025-01-11 21:08:03,9.39,0,1,Unknown
2025-01-11 21:08:08,9.861,0,1,Unknown
2025-01-11 21:08:17,9.753,0,1,Unknown
2025-01-11 21:08:23,10.306,0,1,Unknown
2025-01-11 21:08:31,9.437,0,1,Unknown
2025-01-11 21:08:38,8.68,0,1,In motion
2025-01-11 21:08:46,10.195,0,1,In motion
2025-01-11 21:08:51,3.154,0,0,In motion
2025-01-11 21:09:01,11.086,0,1,In motion
2025-01-11 21:09:06,10.932,0,1,Unknown
2025-01-11 21:09:14,9.876,1,0,Unknown
2025-01-11 21:09:47,9.717,1,0,Unknown
2025-01-11 21:09:55,9.711,1,0,Unknown
2025-01-11 21:10:00,9.804,0,0,Unknown
2025-01-11 21:10:09,9.812,1,0,Unknown
2025-01-11 21:10:17,9.688,1,0,Unknown
2025-01-11 21:10:25,9.45,1,0,Unknown
2025-01-11 21:10:30,10.108,0,0,Unknown
2025-01-11 21:10:38,10.029,1,0,In motion
2025-01-11 21:10:46,9.705,1,0,Unknown
2025-01-11 21:10:55,7.404,1,0,Unknown
2025-01-11 21:11:00,10.076,1,0,Unknown
2025-01-11 21:11:08,9.905,1,0,Unknown
2025-01-11 21:11:13,9.718,1,0,Unknown
2025-01-11 21:11:21,9.634,0,0,Unknown
2025-01-11 21:11:27,9.436,1,0,Unknown
2025-01-11 21:11:35,9.998,1,0,Unknown
2025-01-11 21:11:40,9.731,1,0,Unknown
2025-01-11 21:11:48,10.095,1,0,Unknown
2025-01-11 21:11:53,9.375,1,0,Unknown
2025-01-11 21:12:02,9.737,1,0,Unknown
2025-01-11 21:12:12,9.942,1,0,Unknown
2025-01-11 21:12:21,9.818,1,0,Unknown
2025-01-11 21:12:37,9.722,1,0,Unknown
2025-01-11 21:12:45,9.707,1,0,Unknown
2025-01-11 21:13:00,9.891,1,0,Unknown
2025-01-11 21:13:08,9.306,1,0,Unknown
2025-01-11 21:13:16,10.173,1,0,Unknown
2025-01-11 21:13:24,10.088,1,0,Unknown
2025-01-11 21:13:34,9.901,1,0,In motion
2025-01-11 21:13:42,9.965,1,0,In motion
2025-01-11 21:13:54,9.866,1,0,Unknown
2025-01-11 21:14:03,9.546,1,0,Unknown
2025-01-11 21:14:08,10.189,1,0,Unknown
2025-01-11 21:14:17,9.737,1,0,Unknown
2025-01-11 21:14:22,10.183,1,0,Unknown
2025-01-11 21:14:30,9.554,1,0,Unknown
2025-01-11 21:14:35,9.759,1,0,Unknown
2025-01-11 21:14:43,9.988,1,0,Unknown
2025-01-11 21:14:50,9.976,1,0,Unknown
2025-01-11 21:14:58,9.643,1,0,Unknown
2025-01-11 21:15:04,9.845,1,0,Unknown
2025-01-11 21:15:12,9.982,1,0,Unknown
2025-01-11 21:15:17,9.767,1,0,Unknown
2025-01-11 21:15:25,10.141,1,0,Unknown
2025-01-11 21:15:31,10.871,1,0,In motion
2025-01-11 21:15:39,9.979,1,0,Unknown
2025-01-11 21:15:48,8.875,1,0,In motion
2025-01-11 21:15:57,10.041,1,0,In motion
2025-01-11 21:16:02,8.782,1,0,Unknown
2025-01-11 21:16:10,9.998,1,0,Unknown
2025-01-11 21:16:16,10.298,1,0,Unknown
2025-01-11 21:16:25,9.708,1,0,Unknown
2025-01-11 21:16:31,9.79,1,0,Unknown
2025-01-11 21:16:39,9.916,1,0,Unknown
2025-01-11 21:16:44,10.058,1,0,Unknown
2025-01-11 21:16:53,9.454,1,0,Unknown
2025-01-11 21:17:00,9.466,1,0,Unknown
2025-01-11 21:17:08,9.293,0,0,In motion
2025-01-11 21:17:14,9.607,1,0,Unknown
2025-01-11 21:17:22,9.256,1,0,Unknown
2025-01-11 21:17:27,10.026,1,0,In motion
2025-01-11 21:17:35,9.943,1,0,Unknown
2025-01-11 21:17:42,9.313,1,0,Unknown
2025-01-11 21:17:51,10.804,1,0,In motion
2025-01-11 21:17:56,9.607,1,0,In motion
2025-01-11 21:18:05,9.477,1,0,In motion
2025-01-11 21:18:10,10.45,1,0,In motion
2025-01-11 21:18:19,10.08,1,0,Unknown
2025-01-11 21:18:24,9.286,1,0,Unknown
2025-01-11 21:18:32,9.5,1,0,Unknown
2025-01-11 21:18:38,9.613,1,0,Unknown
2025-01-11 21:18:46,8.71,1,0,Unknown
2025-01-11 21:18:54,9.614,1,0,Unknown
2025-01-11 21:19:02,9.684,1,0,Unknown
2025-01-11 21:19:08,9.637,1,0,Unknown
2025-01-11 21:19:16,9.596,1,0,In motion
2025-01-11 21:19:22,10.21,1,0,Unknown
2025-01-11 21:19:30,9.735,1,0,Unknown
2025-01-11 21:19:59,10.329,1,0,In motion
2025-01-11 21:20:07,10.121,1,0,In motion
2025-01-11 21:20:12,9.989,1,0,Unknown
2025-01-11 21:20:21,9.735,1,0,In motion
2025-01-11 21:20:26,9.493,0,0,Unknown
2025-01-11 21:20:34,10.201,1,0,Unknown
2025-01-11 21:20:39,9.215,1,0,Unknown
2025-01-11 21:20:48,9.598,1,0,Unknown
2025-01-11 21:20:53,9.658,1,0,Unknown
2025-01-11 21:21:01,9.83,1,0,Unknown
2025-01-11 21:21:09,9.689,1,0,Unknown
2025-01-11 21:21:17,9.395,1,0,In motion
2025-01-11 21:21:22,9.938,1,0,Unknown
2025-01-11 21:21:31,9.876,1,0,Unknown
2025-01-11 21:21:36,10.254,1,0,Unknown
2025-01-11 21:21:44,8.999,1,0,Unknown
2025-01-11 21:21:49,9.878,1,0,Unknown
2025-01-11 21:21:58,9.891,1,0,Unknown
2025-01-11 21:22:03,9.77,1,0,Unknown
2025-01-11 21:22:11,10.018,1,0,Unknown
2025-01-11 21:22:17,9.743,1,0,Unknown
2025-01-11 21:22:25,10.102,1,0,Unknown
2025-01-11 21:22:30,9.355,1,0,Unknown
2025-01-11 21:22:39,10.243,1,0,Unknown
2025-01-11 21:22:49,10.648,1,0,Unknown
2025-01-11 21:22:57,9.542,1,0,Unknown
2025-01-11 21:23:17,9.854,1,0,Unknown
2025-01-11 21:23:25,10.037,1,0,Unknown
2025-01-11 21:23:37,9.612,1,0,Unknown
2025-01-11 21:23:46,9.823,1,0,Unknown
2025-01-11 21:23:56,9.527,1,0,Unknown
2025-01-11 21:24:04,9.999,1,0,Unknown
2025-01-11 21:24:15,10.24,0,0,Unknown
2025-01-11 21:24:23,9.79,0,0,Unknown
2025-01-11 21:24:28,10.267,1,0,Unknown
2025-01-11 21:24:37,9.328,1,0,Unknown
2025-01-11 21:24:42,8.397,1,0,Unknown
2025-01-11 21:24:50,9.621,0,0,In motion
2025-01-11 21:24:55,9.925,1,0,Unknown
2025-01-11 21:25:04,10.042,1,0,Unknown
2025-01-11 21:25:09,9.602,1,0,Unknown
2025-01-11 21:25:17,10.04,1,0,Unknown
2025-01-11 21:25:22,12.226,1,0,In motion
2025-01-11 21:25:30,9.925,1,0,Unknown
2025-01-11 21:25:39,9.954,1,0,Unknown
2025-01-11 21:25:47,9.944,0,0,Unknown
2025-01-11 21:25:52,10.145,1,0,Unknown
2025-01-11 21:26:00,9.558,1,0,Unknown
2025-01-11 21:26:05,9.482,1,0,Unknown
2025-01-11 21:26:14,9.305,1,0,Unknown
2025-01-11 21:26:33,9.881,1,0,Unknown
2025-01-11 21:26:41,10.063,1,0,Unknown
2025-01-11 21:26:47,9.923,1,0,Unknown
2025-01-11 21:26:55,10.118,1,0,In motion
2025-01-11 21:27:00,10.132,0,0,Unknown
2025-01-11 21:27:08,9.702,1,0,Unknown
2025-01-11 21:27:13,9.624,1,0,Unknown
2025-01-11 21:27:22,9.927,1,0,Unknown
2025-01-11 21:27:31,10.133,0,0,Unknown
2025-01-11 21:27:40,9.793,1,0,In motion
2025-01-11 21:27:45,9.595,1,0,Unknown
2025-01-11 21:27:53,9.898,1,0,Unknown
2025-01-11 21:27:58,9.402,1,0,Unknown
2025-01-11 21:28:07,9.366,1,0,Unknown
2025-01-11 21:28:13,10.099,1,0,In motion
2025-01-11 21:28:21,10.089,1,0,Unknown
2025-01-11 21:28:26,9.737,1,0,Unknown
2025-01-11 21:28:34,9.386,1,0,Unknown
2025-01-11 21:28:40,10.32,0,1,Unknown
2025-01-11 21:28:48,9.976,0,1,Unknown
2025-01-11 21:28:53,10.448,0,1,Unknown
2025-01-11 21:29:01,4.576,0,1,Unknown
2025-01-11 21:29:06,9.69,1,1,In motion
2025-01-11 21:29:15,9.854,0,1,Unknown
2025-01-11 21:29:20,10.291,0,1,Unknown
2025-01-11 21:29:28,10.169,0,1,In motion
2025-01-11 21:29:33,10.632,0,1,In motion
2025-01-11 21:29:42,10.135,0,1,Unknown
2025-01-11 21:29:47,9.434,1,1,Unknown
2025-01-11 21:29:55,7.329,0,1,Unknown
2025-01-11 21:30:00,10.433,0,1,In motion
2025-01-11 21:30:07,9.932,0,0,Unknown
2025-01-11 21:30:13,9.121,0,0,Unknown
2025-01-11 21:30:21,9.812,1,0,Unknown
2025-01-12 00:24:43,9.774,1,0,Unknown
2025-01-12 00:24:51,9.812,1,0,Unknown
2025-01-12 09:10:50,9.769,1,0,Unknown
2025-01-12 09:10:59,9.812,1,0,Unknown
2025-01-12 09:44:13,10.975,0,0,In motion
2025-01-12 09:44:20,11.716,1,0,In motion
2025-01-12 09:44:25,8.29,0,1,Unknown
2025-01-12 09:44:33,9.135,0,0,In motion
2025-01-12 09:44:45,9.769,0,0,Unknown
2025-01-12 09:44:55,9.779,0,0,Unknown
2025-01-12 09:45:00,9.835,0,0,Unknown
2025-01-12 09:45:09,9.788,0,0,Unknown
2025-01-12 09:45:39,9.785,0,0,Unknown
2025-01-12 09:45:47,9.736,0,0,Unknown
2025-01-12 09:47:23,9.773,0,0,Unknown
2025-01-12 09:47:32,9.767,1,0,Unknown
2025-01-12 09:47:49,9.81,1,0,Unknown
2025-01-12 09:47:57,9.729,1,0,Unknown
2025-01-12 09:48:21,9.714,1,0,Unknown
2025-01-12 09:48:29,9.713,1,0,Unknown
2025-01-12 09:48:43,9.721,1,0,Unknown
2025-01-12 09:48:51,9.689,1,0,Unknown
2025-01-12 09:49:08,9.942,1,0,Unknown
2025-01-12 09:49:17,9.901,1,0,Unknown
2025-01-12 09:50:10,9.908,1,0,Unknown
2025-01-12 09:50:19,9.703,1,0,Unknown
2025-01-12 09:50:50,9.637,1,0,Unknown
2025-01-12 09:50:58,9.712,1,0,Unknown
2025-01-12 09:51:24,9.693,1,0,Unknown
2025-01-12 09:51:32,9.74,1,0,Unknown
2025-01-12 09:52:07,9.855,1,0,Unknown
2025-01-12 09:52:15,9.738,0,0,Unknown
2025-01-12 09:52:24,9.776,0,0,Unknown
2025-01-12 09:52:32,9.755,0,0,Unknown
2025-01-12 09:52:47,9.762,0,0,Unknown
2025-01-12 09:52:55,9.774,1,0,Unknown
2025-01-12 09:53:04,9.768,1,0,Unknown
2025-01-12 09:53:12,9.739,1,0,Unknown
2025-01-12 09:53:38,9.723,1,0,Unknown
2025-01-12 09:53:47,9.73,1,0,Unknown
2025-01-12 09:54:14,9.681,1,0,Unknown
2025-01-12 09:54:23,9.744,1,0,Unknown
2025-01-12 09:57:13,9.751,1,0,Unknown
2025-01-12 09:57:21,9.726,0,0,Unknown
2025-01-12 09:57:40,9.763,1,0,Unknown
2025-01-12 09:57:48,9.735,1,0,Unknown
2025-01-12 09:58:43,9.953,0,0,Unknown
2025-01-12 09:58:51,9.716,1,0,Unknown
2025-01-12 09:58:56,9.781,1,0,Unknown
2025-01-12 09:59:05,9.729,1,0,Unknown
2025-01-12 09:59:10,9.741,1,0,Unknown
2025-01-12 09:59:18,9.855,1,0,Unknown
2025-01-12 09:59:43,9.758,1,0,Unknown
2025-01-12 09:59:51,9.758,1,0,Unknown
2025-01-12 10:00:19,9.771,1,0,Unknown
2025-01-12 10:00:27,9.748,1,0,Unknown
2025-01-12 10:01:16,9.747,1,0,Unknown
2025-01-12 10:01:24,9.935,0,0,Unknown
2025-01-12 10:01:30,9.967,0,0,Unknown
2025-01-12 10:01:38,9.874,0,0,Unknown
2025-01-12 10:01:43,9.777,0,0,Unknown
2025-01-12 10:01:51,9.817,0,0,In motion
2025-01-12 10:01:57,10.24,0,0,Unknown
2025-01-12 10:02:05,9.817,0,0,Unknown
2025-01-12 10:02:10,9.851,0,0,Unknown
2025-01-12 10:02:18,9.869,0,0,Unknown
2025-01-12 10:02:35,9.457,0,0,In motion
2025-01-12 10:02:44,11.841,0,1,In motion
2025-01-12 10:02:49,9.88,0,0,Unknown
2025-01-12 10:02:57,9.938,0,0,Unknown
2025-01-12 10:03:22,10.013,0,0,Unknown
2025-01-12 10:03:31,9.825,0,0,Unknown
2025-01-12 10:03:36,10.308,0,1,In motion
2025-01-12 10:03:44,9.302,0,0,Unknown
2025-01-12 10:03:49,9.765,0,0,Unknown
2025-01-12 10:03:57,9.902,0,0,Unknown
2025-01-12 10:04:03,13.326,1,1,Unknown
2025-01-12 10:04:11,9.878,0,1,Unknown
2025-01-12 10:04:16,7.828,0,0,In motion
2025-01-12 10:04:24,10.502,0,1,Unknown
2025-01-12 10:04:29,9.764,0,1,Unknown
2025-01-12 10:04:38,9.357,0,0,In motion
2025-01-12 10:04:43,9.866,0,0,Unknown
2025-01-12 10:04:51,9.828,0,0,Unknown
2025-01-12 10:05:05,9.815,0,0,Unknown
2025-01-12 10:05:13,9.821,0,0,Unknown
2025-01-12 10:09:27,11.472,0,1,In motion
2025-01-12 10:09:36,9.785,0,1,Unknown
2025-01-12 10:09:44,9.792,0,1,Unknown
2025-01-12 10:09:52,9.761,0,1,Unknown
2025-01-12 10:10:04,9.792,0,1,Unknown
2025-01-12 10:10:12,9.803,0,1,Unknown
2025-01-12 10:11:17,9.735,0,1,Unknown
2025-01-12 10:11:26,9.829,0,0,Unknown
2025-01-12 10:11:31,9.871,0,0,Unknown
2025-01-12 10:11:39,9.799,0,0,Unknown
2025-01-12 10:11:44,9.775,0,0,Unknown
2025-01-12 10:11:53,9.92,0,0,Unknown
2025-01-12 10:11:58,10.117,0,1,Unknown
2025-01-12 10:12:06,9.839,0,0,Unknown
2025-01-12 10:12:11,10.21,0,1,Unknown
2025-01-12 10:12:20,9.888,0,1,Unknown
2025-01-12 10:12:25,9.817,0,0,Unknown
2025-01-12 10:12:33,8.72,0,0,In motion
2025-01-12 10:12:38,8.8,0,0,In motion
2025-01-12 10:12:47,10.042,0,1,Unknown
2025-01-12 10:12:52,9.675,0,1,Unknown
2025-01-12 10:13:00,9.778,0,1,Unknown
2025-01-12 10:13:05,9.822,0,0,Unknown
2025-01-12 10:13:13,9.071,0,0,In motion
2025-01-12 10:13:19,10.934,0,1,Unknown
2025-01-12 10:13:27,9.61,1,0,Unknown
2025-01-12 10:15:04,19.282,0,0,In motion
2025-01-12 10:15:12,9.054,0,0,In motion
2025-01-12 10:15:17,10.052,0,1,Unknown
2025-01-12 10:15:25,9.557,0,1,In motion
2025-01-12 10:15:31,11.312,1,1,In motion
2025-01-12 10:15:39,6.164,1,1,Unknown
2025-01-12 10:15:44,6.465,1,1,In motion
2025-01-12 10:15:52,9.901,0,0,Unknown
2025-01-12 10:15:58,9.672,0,0,Unknown
2025-01-12 10:16:06,9.822,0,0,Unknown
2025-01-12 10:16:11,9.771,0,0,Unknown
2025-01-12 10:16:19,9.84,0,0,Unknown
2025-01-12 10:16:29,9.553,0,1,Unknown
2025-01-12 10:16:38,12.741,0,0,Unknown
2025-01-12 10:16:43,10.02,1,1,In motion
2025-01-12 10:16:51,11.402,0,1,In motion
2025-01-12 10:16:56,9.594,0,0,Unknown
2025-01-12 10:17:04,9.522,0,1,In motion
2025-01-12 10:17:10,9.692,0,1,Unknown
2025-01-12 10:17:18,10.639,0,1,Unknown
2025-01-12 10:17:23,9.147,0,0,In motion
2025-01-12 10:17:31,7.525,0,1,Unknown
2025-01-12 10:17:36,12.782,0,1,In motion
2025-01-12 10:17:45,9.817,0,1,Unknown
2025-01-12 10:17:54,10.097,0,1,Unknown
2025-01-12 10:18:02,10.215,0,1,Unknown
2025-01-12 10:18:07,9.819,0,0,Unknown
2025-01-12 10:18:16,9.478,0,0,Unknown
2025-01-12 10:18:21,10.152,0,1,Unknown
2025-01-12 10:18:29,11.412,1,0,In motion
2025-01-12 10:18:34,9.813,1,0,Unknown
2025-01-12 10:18:42,9.794,1,0,Unknown
2025-01-12 10:18:48,9.677,1,0,Unknown
2025-01-12 10:18:56,9.678,1,0,Unknown
2025-01-12 10:19:03,9.748,1,0,Unknown
2025-01-12 10:19:11,9.667,1,0,Unknown
2025-01-12 10:19:16,9.694,1,0,Unknown
2025-01-12 10:19:24,9.548,1,0,Unknown
2025-01-12 10:19:30,9.661,1,0,Unknown
2025-01-12 10:19:38,10.274,1,0,Unknown
2025-01-12 10:19:49,10.018,1,0,In motion
2025-01-12 10:19:57,9.542,1,0,Unknown
2025-01-12 10:20:07,9.56,1,0,Unknown
2025-01-12 10:20:16,9.827,1,0,Unknown
2025-01-12 10:20:27,9.543,1,0,Unknown
2025-01-12 10:20:35,9.607,1,0,Unknown
2025-01-12 10:20:43,9.503,1,0,Unknown
2025-01-12 10:20:51,9.851,1,0,In motion
2025-01-12 10:20:56,9.597,1,0,Unknown
2025-01-12 10:21:05,9.452,1,0,Unknown
2025-01-12 10:21:10,9.357,1,0,Unknown
2025-01-12 10:21:19,9.312,1,0,Unknown
2025-01-12 10:21:24,9.726,1,0,Unknown
2025-01-12 10:21:33,9.739,1,0,Unknown
2025-01-12 10:21:38,9.129,1,0,Unknown
2025-01-12 10:21:47,9.448,1,0,Unknown
2025-01-12 10:21:53,10.458,1,0,Unknown
2025-01-12 10:22:02,9.787,1,0,Unknown
2025-01-12 10:22:08,9.671,1,0,Unknown
2025-01-12 10:22:16,9.486,1,0,Unknown
2025-01-12 10:22:22,9.902,1,0,Unknown
2025-01-12 10:22:30,9.531,1,0,Unknown
2025-01-12 10:22:45,9.689,1,0,Unknown
2025-01-12 10:22:53,9.804,1,0,Unknown
2025-01-12 10:23:00,9.727,1,0,Unknown
2025-01-12 10:23:08,9.775,1,0,Unknown
2025-01-12 10:23:15,9.457,1,0,In motion
2025-01-12 10:23:23,9.563,1,0,Unknown
2025-01-12 10:23:30,9.892,1,0,In motion
2025-01-12 10:23:39,9.703,1,0,Unknown
2025-01-12 10:23:44,9.621,1,0,Unknown
2025-01-12 10:23:52,9.931,1,0,Unknown
2025-01-12 10:23:59,10.204,1,1,Unknown
2025-01-12 10:24:07,9.677,1,0,Unknown
2025-01-12 10:24:12,10.342,1,0,In motion
2025-01-12 10:24:20,9.847,1,0,Unknown
2025-01-12 10:24:26,9.42,1,0,Unknown
2025-01-12 10:24:34,9.497,1,0,Unknown
2025-01-12 10:24:39,10.016,1,0,Unknown
2025-01-12 10:24:47,9.716,1,0,Unknown
2025-01-12 10:24:52,9.908,1,0,Unknown
2025-01-12 10:25:01,10.299,1,0,Unknown
2025-01-12 10:25:06,9.832,1,0,Unknown
2025-01-12 10:25:14,9.615,1,0,Unknown
2025-01-12 10:25:21,9.63,1,0,Unknown
2025-01-12 10:25:30,10.141,1,0,Unknown
2025-01-12 10:25:35,9.507,1,0,Unknown
2025-01-12 10:25:43,9.721,1,0,Unknown
2025-01-12 10:25:53,9.786,1,0,Unknown
2025-01-12 10:26:02,9.718,1,0,Unknown
2025-01-12 10:26:20,9.714,1,0,Unknown
2025-01-12 10:26:28,9.722,1,0,Unknown
2025-01-12 10:26:51,9.672,1,0,Unknown
2025-01-12 10:26:59,9.695,1,0,Unknown
2025-01-12 10:27:07,9.73,1,0,Unknown
2025-01-12 10:27:15,9.74,1,0,Unknown
2025-01-12 10:27:47,9.72,1,0,Unknown
2025-01-12 10:27:55,9.863,1,0,Unknown
2025-01-12 10:28:05,9.729,1,0,Unknown
2025-01-12 10:28:14,9.718,1,0,Unknown
2025-01-12 10:28:25,9.669,1,0,Unknown
2025-01-12 10:28:33,9.766,1,0,Unknown
2025-01-12 10:28:43,9.712,1,0,Unknown
2025-01-12 10:28:52,9.934,1,0,Unknown
2025-01-12 10:28:57,9.952,1,0,Unknown
2025-01-12 10:29:05,9.446,1,0,Unknown
2025-01-12 10:29:10,10.502,1,0,Unknown
2025-01-12 10:29:18,9.38,1,0,Unknown
2025-01-12 10:29:25,10.034,1,0,Unknown
