timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,quat_i,quat_j,quat_k,quat_real,switch_state,state_change
9235107419,-7.738281,4.062500,1.570313,0.880859,0.031250,0.064453,23.062500,-31.500000,-11.562500,0.554993,-0.134155,-0.747375,0.339722,False,False
9603149409,-6.820313,8.464844,1.226563,1.378906,-0.423828,0.042969,16.875000,-31.500000,0.375000,0.576660,-0.274658,-0.724792,0.258362,False,False
9861206053,-6.089844,6.285156,1.187500,0.662109,-0.007813,-0.908203,25.187500,-27.062500,6.000000,0.594116,-0.300903,-0.737244,0.113831,False,False
10112426760,-8.503906,1.300781,0.691406,0.169922,-0.345703,-0.677734,30.687500,-20.937500,6.062500,0.596985,-0.263977,-0.757568,0.009216,False,False
10363403322,-9.925781,2.988281,2.261719,0.111328,-0.119141,-0.226563,34.500000,-14.937500,7.437500,-0.593079,0.270142,0.751587,0.101807,False,False
10617675775,-9.582031,1.339844,3.066406,0.593750,-0.425781,-0.830078,37.250000,-13.125000,5.437500,-0.549988,0.277710,0.766479,0.181458,False,False
10866699212,-10.000000,4.062500,3.523438,-0.521484,-0.089844,-0.082031,37.500000,-13.437500,0.812500,-0.519287,0.295654,0.773560,0.211060,False,False
11125488275,-8.656250,1.265625,4.289063,-0.455078,-0.142578,0.662109,38.437500,-10.125000,-2.937500,-0.534058,0.229248,0.791321,0.189758,True,True
11518310544,-9.039063,1.722656,0.191406,1.087891,0.398438,0.066406,36.562500,-9.562500,7.500000,-0.564392,0.318604,0.722351,0.241089,False,True
11779174803,-8.773438,2.644531,0.613281,0.597656,-0.130859,-0.167969,35.625000,-7.187500,13.000000,-0.563049,0.401855,0.658264,0.296936,False,False
12036743159,-8.843750,0.496094,1.648438,1.000000,-0.289063,-0.054688,36.562500,-5.750000,13.375000,-0.496338,0.439758,0.650696,0.369995,False,False
12287963866,-8.847656,0.039063,-0.113281,-0.304688,0.029297,-0.353516,35.375000,-4.625000,12.812500,-0.477173,0.482727,0.616882,0.398376,True,True
12598754885,-9.160156,1.378906,0.460938,0.087891,0.162109,-0.023438,35.875000,-3.812500,14.250000,-0.491089,0.488586,0.591614,0.412476,False,True
12857055659,-8.847656,2.070313,0.726563,-0.226563,0.240234,-0.107422,35.750000,-3.375000,15.000000,-0.509766,0.485718,0.582092,0.406677,False,False
13112426760,-8.773438,2.871094,3.066406,-0.044922,0.056641,-0.039063,36.875000,-6.500000,8.687500,-0.392883,0.484680,0.642944,0.444275,False,False
13502563472,-16.589844,0.304688,5.746094,-0.316406,0.126953,0.074219,39.000000,-10.562500,1.875000,-0.382202,0.454468,0.670288,0.445068,True,True
13763305659,-9.382813,0.652344,-0.304688,2.261719,0.765625,-0.685547,36.875000,-2.937500,12.125000,-0.351685,0.577454,0.538147,0.503235,True,False
14013793947,-7.511719,3.101563,-1.300781,1.353516,0.953125,-0.068359,31.500000,5.625000,25.812500,-0.378296,0.668030,0.412109,0.490723,False,True
14266967765,-14.476563,1.609375,-0.613281,-0.470703,-0.111328,0.429688,30.375000,-9.375000,22.187500,-0.287659,0.640076,0.488098,0.518982,False,False
14520507813,-3.066406,0.957031,-0.496094,0.101563,-1.345703,0.826172,36.687500,-11.875000,5.937500,-0.171875,0.582336,0.585388,0.537292,False,False
14779052731,-6.820313,-3.292969,3.753906,2.841797,0.941406,-1.693359,35.875000,-13.750000,4.875000,-0.242920,0.553345,0.628357,0.489868,True,True
15041992188,-7.234375,3.484375,-0.269531,0.892578,1.011719,-0.585938,30.437500,0.375000,23.125000,-0.357544,0.668823,0.432739,0.487427,False,True
15444458010,-10.796875,5.132813,0.304688,-0.714844,-1.080078,0.878906,27.875000,4.812500,24.437500,-0.211731,0.609558,0.556335,0.523560,False,False
15709228506,-15.281250,10.800781,5.785156,-2.861328,-0.171875,0.960938,34.250000,-19.062500,6.437500,-0.280029,0.527222,0.679932,0.425842,False,False
15970092765,-8.816406,7.890625,1.109375,-0.425781,0.140625,-0.412109,33.312500,-17.125000,11.937500,-0.288391,0.597351,0.590149,0.460144,True,True
16222045890,-9.304688,3.140625,-1.187500,-0.265625,0.234375,-0.568359,28.500000,-7.250000,23.625000,-0.408203,0.646729,0.463379,0.447693,False,True
16488159178,-12.410156,3.601563,-1.265625,1.136719,-1.664063,1.402344,25.125000,-2.375000,25.000000,-0.421082,0.643372,0.455200,0.448975,False,False
16744628900,-2.800781,0.191406,-0.113281,-0.263672,0.701172,-0.144531,29.875000,-9.687500,12.500000,-0.317505,0.620483,0.546143,0.464661,True,True
17000244131,-4.062500,-2.757813,1.722656,1.052734,0.376953,-1.232422,28.937500,-15.250000,6.250000,-0.295227,0.581299,0.621521,0.434326,True,False
17403320313,-8.500000,2.757813,-1.570313,-0.406250,0.314453,-0.445313,24.062500,-2.000000,23.750000,-0.423279,0.617126,0.508850,0.425537,False,True
17663085938,-9.609375,-0.269531,-2.796875,-0.052734,0.048828,-0.035156,29.812500,-5.187500,17.625000,-0.331909,0.593933,0.557373,0.475830,False,False
17918701169,-8.039063,3.066406,0.304688,0.892578,-0.738281,0.865234,28.750000,-10.937500,18.812500,-0.365845,0.562012,0.618042,0.410278,False,False
18170410150,-10.003906,-1.722656,-0.039063,-1.371094,0.628906,0.291016,28.750000,-11.125000,16.000000,-0.502075,0.445618,0.697632,0.250244,True,True
18434692385,-8.421875,4.328125,-0.996094,-1.693359,0.482422,-0.009766,27.937500,-18.000000,12.875000,-0.528931,0.427063,0.694336,0.236145,False,True
18691772453,-8.960938,3.027344,-1.761719,-2.257813,0.677734,-0.097656,27.562500,-22.562500,-0.750000,-0.628418,0.292114,0.714600,0.095520,False,False
18951538078,-9.003906,2.949219,-1.570313,-1.109375,0.189453,-0.105469,30.250000,-12.500000,-11.625000,0.674683,0.133972,-0.671814,0.274841,False,False
19364135741,-9.195313,5.402344,0.269531,-1.839844,0.111328,-0.080078,27.187500,-10.125000,-18.875000,0.614502,0.175232,-0.631714,0.438904,False,False
19630981447,-6.167969,6.968750,2.144531,-0.916016,0.382813,0.333984,25.437500,-7.312500,-19.187500,0.561646,0.263184,-0.500671,0.603821,False,False
19887817385,-8.390625,0.996094,-2.871094,2.169922,0.568359,-0.849609,25.375000,-6.562500,-19.500000,0.540771,0.317871,-0.450256,0.635437,False,False
20193115231,-8.542969,3.292969,-0.191406,0.078125,0.808594,-0.701172,33.437500,1.000000,-5.562500,0.586487,0.443542,-0.449829,0.506897,False,False
20449340822,-8.816406,0.382813,-2.414063,-0.908203,-1.583984,0.941406,35.187500,0.937500,-9.625000,0.536682,0.452271,-0.441833,0.558716,False,False
20710327140,-4.937500,0.460938,-1.187500,-1.484375,0.136719,0.935547,30.375000,-9.750000,-20.312500,0.520325,0.334595,-0.393005,0.680298,True,True
20977905265,-5.210938,-2.988281,-0.765625,0.773438,0.740234,-0.476563,33.812500,-6.125000,-16.562500,0.520325,0.420654,-0.358337,0.651062,True,False
21381469722,-10.417969,5.054688,-0.613281,0.613281,-0.277344,-0.095703,35.625000,3.250000,-3.187500,0.529663,0.557678,-0.367249,0.523010,False,True
21635253900,-10.226563,1.839844,1.074219,0.189453,-1.080078,1.056641,32.312500,-9.375000,-11.687500,0.556274,0.401367,-0.400879,0.607300,True,True
21890258784,-14.710938,11.531250,6.050781,-1.521484,-0.048828,0.878906,32.000000,-14.375000,-14.437500,0.521545,0.380981,-0.361267,0.672546,False,True
22138671875,-10.574219,3.523438,-1.035156,0.763672,1.068359,-0.462891,28.750000,-13.625000,-19.250000,0.535156,0.379517,-0.372681,0.656250,False,False
22390625000,-7.277344,2.988281,0.613281,0.787109,0.955078,-0.814453,35.375000,-12.500000,-15.437500,0.547974,0.396973,-0.373413,0.634583,False,False
22645263669,-10.191406,1.648438,-1.992188,-0.779297,-1.498047,1.410156,38.312500,-5.812500,-5.500000,0.597961,0.475525,-0.421936,0.488098,True,True
22892944328,-4.714844,1.953125,-3.179688,-1.294922,-0.355469,0.283203,33.500000,-2.625000,-25.812500,0.463013,0.390625,-0.374573,0.701904,True,False
23287231447,-1.300781,-5.398438,1.035156,2.837891,1.140625,-0.785156,33.562500,3.000000,-24.750000,0.402832,0.438110,-0.359314,0.718811,True,False
23542724606,-14.328125,5.937500,-1.074219,0.394531,0.982422,-0.216797,35.437500,-4.062500,-22.250000,0.564758,0.444336,-0.426697,0.549194,False,True
23804077140,-11.914063,4.175781,-1.339844,0.171875,-0.548828,0.289063,40.375000,-7.437500,-10.750000,0.580933,0.451416,-0.448792,0.507263,False,False
24064331053,-8.082031,0.652344,-0.113281,-0.246094,0.033203,0.259766,34.437500,-14.812500,-17.875000,0.587280,0.349731,-0.483215,0.547119,True,True
24322509756,-8.621094,1.187500,-0.382813,-1.298828,0.552734,-0.058594,36.187500,-7.437500,-16.625000,0.520020,0.448792,-0.386108,0.615723,False,True
24576782222,-8.621094,4.597656,-1.148438,-0.025391,0.416016,-0.048828,38.750000,1.250000,-16.375000,0.438660,0.546753,-0.303345,0.645447,False,False
24842651366,-9.042969,1.839844,-1.187500,-1.365234,0.320313,-0.029297,38.687500,9.250000,-8.125000,0.281555,0.658630,-0.129089,0.685730,False,False
25234863275,-8.812500,2.679688,-1.226563,-1.205078,0.296875,0.056641,38.437500,13.312500,-3.625000,0.129211,0.699646,0.032715,0.701904,False,False
25497314443,-9.082031,3.218750,-1.109375,-1.599609,-0.085938,-0.083984,38.937500,15.250000,2.750000,-0.030090,0.687439,0.191956,0.699768,False,False
25759155265,-8.882813,2.222656,1.074219,-1.427734,-0.810547,1.117188,39.625000,11.125000,3.812500,-0.156799,0.623047,0.373169,0.669312,True,True
26017333981,-6.820313,2.679688,0.843750,-1.824219,0.003906,1.021484,38.750000,0.062500,9.937500,-0.225708,0.606262,0.537048,0.541321,False,True
26274414063,-15.664063,5.210938,0.726563,-0.414063,0.330078,0.953125,36.500000,-5.375000,13.750000,-0.276855,0.568176,0.613037,0.473999,True,True
26535156250,-6.242188,8.503906,-3.332031,-1.611328,1.304688,-1.044922,34.000000,8.437500,15.937500,-0.297180,0.631226,0.467285,0.543030,False,True
26794433587,-10.152344,5.515625,-0.957031,0.119141,-1.195313,0.222656,28.500000,10.625000,24.000000,-0.380615,0.636536,0.414551,0.527405,False,False
27188476563,-4.636719,-1.265625,-1.035156,-1.318359,0.357422,0.353516,38.000000,-3.750000,7.000000,-0.186829,0.594360,0.563599,0.542358,True,True
27447143553,-5.859375,-2.718750,2.070313,-0.478516,0.755859,-0.201172,36.687500,-4.312500,8.500000,-0.204468,0.584351,0.580505,0.528931,True,False
27696777337,-7.085938,3.562500,-0.843750,-1.195313,1.287109,-0.685547,30.812500,4.437500,23.375000,-0.405151,0.583130,0.511169,0.484253,False,True
28019165034,-8.394531,1.570313,-1.839844,-0.078125,1.144531,-0.566406,29.437500,6.062500,23.625000,-0.411133,0.572449,0.497009,0.506287,True,True
28270141597,-4.554688,0.152344,-1.109375,1.347656,-1.488281,1.873047,35.687500,-9.750000,14.625000,-0.255127,0.562988,0.616211,0.488037,True,False
28523315428,-14.058594,4.214844,-3.449219,-1.085938,1.013672,-0.755859,32.500000,-16.250000,11.750000,-0.303040,0.518372,0.675232,0.428284,True,False
28890502928,-8.500000,0.957031,-1.300781,-0.111328,0.681641,-0.728516,32.062500,-16.062500,9.000000,-0.455444,0.589172,0.496582,0.445923,True,False
29140502928,-10.113281,-1.609375,-0.957031,0.052734,-1.246094,1.656250,25.437500,4.750000,25.750000,-0.419800,0.593506,0.473999,0.496765,True,False
29392211909,-4.371094,-0.113281,-1.492188,-0.652344,0.117188,0.435547,29.187500,-2.187500,17.562500,-0.217590,0.603455,0.574097,0.508789,True,False
29644775381,-12.718750,3.562500,-3.332031,1.736328,-0.324219,0.566406,29.375000,-8.125000,12.250000,-0.280884,0.555908,0.633972,0.458435,True,False
29894042962,-9.195313,1.761719,-1.035156,0.847656,0.736328,-0.535156,28.687500,-9.875000,12.562500,-0.332947,0.594421,0.556824,0.475098,True,False
30145874015,-9.156250,1.609375,-1.226563,0.777344,-0.255859,-0.224609,27.062500,-0.625000,20.687500,-0.426819,0.594971,0.509521,0.451843,False,True
30399414063,-10.191406,2.105469,-0.152344,-0.181641,-0.253906,0.482422,26.812500,2.187500,23.312500,-0.417053,0.598938,0.500793,0.465332,False,False
30762207025,-9.425781,1.914063,-0.652344,-2.257813,0.537109,-0.050781,29.062500,-8.500000,17.562500,-0.438354,0.506958,0.633179,0.387207,False,False
31020263669,-9.613281,2.453125,0.078125,-1.945313,0.705078,-0.089844,28.187500,-14.250000,14.125000,-0.579590,0.370422,0.681702,0.249207,False,False
31272460938,-9.003906,2.796875,-1.839844,-2.355469,0.408203,-0.197266,29.250000,-19.312500,7.000000,-0.662964,0.185242,0.720825,0.080688,False,False
31528686515,-8.886719,2.144531,-1.492188,-1.865234,0.375000,-0.316406,32.250000,-16.875000,-2.625000,0.700500,0.026306,-0.707397,0.090881,False,False
31786743159,-8.777344,0.460938,-2.679688,-1.304688,-0.468750,0.886719,28.625000,-14.250000,-17.875000,0.628784,0.113281,-0.717224,0.278137,True,True
32043334953,-6.167969,1.648438,2.335938,-1.552734,0.439453,0.074219,25.312500,-13.500000,-16.812500,0.606323,0.222168,-0.580566,0.495911,True,False
32291137697,-4.292969,-4.136719,3.523438,1.650391,0.591797,-1.142578,25.250000,-6.187500,-18.812500,0.555603,0.306396,-0.483032,0.603394,False,True
32656860347,-9.160156,1.914063,-0.230469,0.337891,0.873047,-0.667969,33.562500,4.562500,-3.250000,0.591614,0.484070,-0.479980,0.430481,False,False
32909912106,-9.882813,2.488281,-0.726563,0.466797,-1.472656,1.537109,35.000000,-0.812500,-12.937500,0.591003,0.492981,-0.483826,0.416687,True,True
33158447256,-12.984375,3.601563,0.996094,-0.798828,0.615234,0.271484,31.000000,-9.750000,-19.312500,0.541382,0.335571,-0.426270,0.642334,True,False
33418090822,-4.792969,-3.601563,-2.070313,1.285156,0.201172,-0.841797,30.937500,-6.187500,-21.187500,0.507324,0.381836,-0.388489,0.667786,True,False
33672363275,-7.699219,2.679688,-0.535156,-0.503906,1.035156,-0.591797,33.750000,1.000000,-4.937500,0.529968,0.514893,-0.395447,0.545593,False,True
33929687500,-8.464844,1.378906,-0.078125,-0.117188,0.697266,-1.009766,34.625000,3.250000,-4.562500,0.524292,0.536621,-0.420410,0.510315,True,True
34182373044,-5.285156,1.035156,-0.535156,-0.789063,0.087891,0.888672,30.375000,-15.250000,-13.250000,0.573486,0.325256,-0.424866,0.620300,True,False
34556518553,-10.343750,-1.914063,-0.269531,1.201172,0.292969,-1.091797,33.750000,-12.625000,-14.500000,0.568481,0.325195,-0.403503,0.638916,True,False
34808715822,-7.851563,1.648438,0.343750,0.404297,1.015625,-0.660156,38.375000,-7.187500,-4.875000,0.623291,0.448059,-0.456665,0.449707,True,False
35069335938,-7.972656,-0.152344,-1.878906,0.865234,-1.654297,0.470703,40.187500,-6.812500,-7.187500,0.637207,0.391479,-0.536316,0.391235,True,False
35325927731,-4.902344,2.031250,-2.031250,1.738281,-1.173828,1.994141,31.750000,-22.312500,-12.062500,0.674194,0.177673,-0.535339,0.476746,True,False
35637573241,-6.472656,-2.679688,0.726563,0.740234,-0.375000,-0.914063,30.750000,-19.312500,-18.437500,0.603638,0.249329,-0.478149,0.587219,True,False
35895996087,-8.582031,1.378906,0.152344,0.640625,0.341797,-0.750000,33.937500,-18.062500,-17.312500,0.615173,0.338989,-0.497986,0.508606,True,False
36144775381,-9.347656,1.609375,-1.074219,-0.371094,0.462891,-0.488281,37.187500,-11.750000,-12.062500,0.591492,0.450684,-0.483337,0.461914,False,True
36534057616,-9.265625,0.726563,0.382813,-0.470703,-0.058594,0.083984,37.875000,-7.687500,-11.937500,0.584229,0.413330,-0.502136,0.485535,True,True
36789428703,-8.621094,1.035156,-0.078125,-0.570313,0.107422,-0.003906,38.812500,-7.000000,-16.562500,0.546265,0.440186,-0.468933,0.536560,True,False
37046875000,-9.503906,0.726563,-0.535156,-0.162109,0.000000,-0.031250,39.062500,-5.500000,-16.500000,0.522278,0.482544,-0.435669,0.551819,True,False
37303344722,-9.121094,1.683594,-0.304688,0.236328,0.007813,-0.066406,39.562500,-3.687500,-16.437500,0.520691,0.486572,-0.434204,0.550964,False,True
37551757813,-9.121094,1.609375,-0.191406,0.324219,-0.046875,0.013672,38.687500,-3.312500,-12.437500,0.548645,0.466492,-0.469482,0.510864,False,False
